Title,Aired,Original Network,Score,Watch Platforms,Year_Simple,Release_Year,Score_Cleaned,Score_Ratings,Score_User_Base
My Father Is Strange,"Mar 4, 2017 - Aug 27, 2017",KBS2,"8.5 (scored by 13,445 users)","Apple TV, Viki, KBS World, Kocowa",2017,2017,"8.5 (scored by 13,445 users)",8.5,13445
"Hi Bye, Mama!","Feb 22, 2020 - Apr 19, 2020",tvN,"8.5 (scored by 24,908 users)",Netflix,2020,2020,"8.5 (scored by 24,908 users)",8.5,24908
Age of Youth,"Jul 22, 2016 - Aug 27, 2016",jTBC,"8.5 (scored by 36,278 users)","Apple TV, Netflix, Prime Video, Viki",2016,2016,"8.5 (scored by 36,278 users)",8.5,36278
Designated Survivor: 60 Days,"Jul 1, 2019 - Aug 20, 2019",tvN,"8.5 (scored by 7,911 users)",Netflix,2019,2019,"8.5 (scored by 7,911 users)",8.5,7911
Voice,"Jan 14, 2017 - Mar 12, 2017",OCN,"8.5 (scored by 20,097 users)","Apple TV, iQIYI, Prime Video, VIU Indonesia, Tubi, Roku",2017,2017,"8.5 (scored by 20,097 users)",8.5,20097
Black Out,"Aug 16, 2024 - Oct 4, 2024",MBC,"8.5 (scored by 5,095 users)","Apple TV, Hulu, Netflix",2024,2024,"8.5 (scored by 5,095 users)",8.5,5095
Vigilante,"Nov 8, 2023 - Nov 29, 2023",Disney+,"8.5 (scored by 21,774 users)","Disney+, Hulu",2023,2023,"8.5 (scored by 21,774 users)",8.5,21774
Bad and Crazy,"Dec 17, 2021 - Jan 28, 2022","iQiyi, tvN","8.5 (scored by 32,736 users)","Netflix, iQIYI, TVING, Prime Video",2022,2022,"8.5 (scored by 32,736 users)",8.5,32736
Beautiful World,"Apr 5, 2019 - May 25, 2019",jTBC,"8.5 (scored by 3,865 users)","Disney+ Hotstar, Netflix",2019,2019,"8.5 (scored by 3,865 users)",8.5,3865
Jeongnyeon: The Star Is Born,"Oct 12, 2024 - Nov 17, 2024",tvN,"8.5 (scored by 3,773 users)","Disney+ Hotstar, Hulu",2024,2024,"8.5 (scored by 3,773 users)",8.5,3773
Arthdal Chronicles Part 1: The Children of Prophecy,"Jun 1, 2019 - Jun 16, 2019",tvN,"8.5 (scored by 18,917 users)",Netflix,2019,2019,"8.5 (scored by 18,917 users)",8.5,18917
Vagabond,"Sep 20, 2019 - Nov 23, 2019",SBS,"8.5 (scored by 51,013 users)",Netflix,2019,2019,"8.5 (scored by 51,013 users)",8.5,51013
Money Heist: Korea - Joint Economic Area - Part 2,"Dec 9, 2022",Netflix,"8.5 (scored by 13,015 users)",Netflix,2022,2022,"8.5 (scored by 13,015 users)",8.5,13015
Love Scout,"Jan 3, 2025 - Feb 14, 2025",SBS,"8.5 (scored by 22,156 users)","Apple TV, Viki, Netflix, Wavve, Lemino",2025,2025,"8.5 (scored by 22,156 users)",8.5,22156
Revenge of Others,"Nov 9, 2022 - Dec 14, 2022",Disney+,"8.5 (scored by 33,317 users)","Apple TV, Disney+ Hotstar, Disney+, Hulu",2022,2022,"8.5 (scored by 33,317 users)",8.5,33317
Reborn Rich,"Nov 18, 2022 - Dec 25, 2022",jTBC,"8.5 (scored by 23,929 users)","Apple TV, Disney+, Viki, Netflix, TVING, VIU Indonesia",2022,2022,"8.5 (scored by 23,929 users)",8.5,23929
Bad Guys,"Oct 4, 2014 - Dec 13, 2014",OCN,"8.5 (scored by 15,385 users)","Disney+ Hotstar, Tubi, Roku",2014,2014,"8.5 (scored by 15,385 users)",8.5,15385
Rebel: Thief Who Stole the People,"Jan 30, 2017 - May 16, 2017",MBC,"8.5 (scored by 5,971 users)","Netflix, Viki, Kocowa",2017,2017,"8.5 (scored by 5,971 users)",8.5,5971
Dong Yi,"Mar 22, 2010 - Oct 12, 2010",MBC,"8.5 (scored by 7,686 users)","옛드 : 옛날 드라마 [드라맛집], VIU Indonesia, Kocowa",2010,2010,"8.5 (scored by 7,686 users)",8.5,7686
Avengers Social Club,"Oct 11, 2017 - Nov 16, 2017",tvN,"8.5 (scored by 6,308 users)","Apple TV, VIU Indonesia, Tubi",2017,2017,"8.5 (scored by 6,308 users)",8.5,6308
The Master's Sun,"Aug 7, 2013 - Oct 3, 2013",SBS,"8.5 (scored by 50,925 users)","Apple TV, Netflix, WeTV, Viki, iQIYI, Wavve, Kocowa",2013,2013,"8.5 (scored by 50,925 users)",8.5,50925
Nine Puzzles,"May 21, 2025 - Jun 4, 2025",Disney+,"8.5 (scored by 9,118 users)","Disney+, Disney+ Hotstar, Hulu",2025,2025,"8.5 (scored by 9,118 users)",8.5,9118
My Love from the Star,"Dec 18, 2013 - Feb 27, 2014",SBS,"8.5 (scored by 93,549 users)","Netflix, Viki, iQIYI, VIU Indonesia, Kocowa",2014,2014,"8.5 (scored by 93,549 users)",8.5,93549
Just Between Lovers,"Dec 11, 2017 - Jan 30, 2018",jTBC,"8.5 (scored by 42,478 users)","Apple TV, Disney+ Hotstar, Netflix, WeTV, Viki, Kocowa",2018,2018,"8.5 (scored by 42,478 users)",8.5,42478
One Dollar Lawyer,"Sep 23, 2022 - Nov 11, 2022",SBS,"8.5 (scored by 11,488 users)","Disney+ Hotstar, Disney+, Wavve, Hulu",2022,2022,"8.5 (scored by 11,488 users)",8.5,11488
What's Wrong with Secretary Kim,"Jun 6, 2018 - Jul 26, 2018",tvN,"8.5 (scored by 134,623 users)","Apple TV, Netflix, WeTV, Viki, iQIYI, Hulu, VIU Indonesia",2018,2018,"8.5 (scored by 134,623 users)",8.5,134623
W,"Jul 20, 2016 - Sep 14, 2016",MBC,"8.5 (scored by 119,364 users)","Apple TV, Netflix, WeTV, Viki, iflix",2016,2016,"8.5 (scored by 119,364 users)",8.5,119364
Perfect Marriage Revenge,"Oct 28, 2023 - Dec 3, 2023",MBN,"8.5 (scored by 37,235 users)","Viki, TVING, Wavve, Netflix",2023,2023,"8.5 (scored by 37,235 users)",8.5,37235
Mystic Pop-Up Bar,"May 20, 2020 - Jun 25, 2020",jTBC,"8.5 (scored by 29,771 users)",Netflix,2020,2020,"8.5 (scored by 29,771 users)",8.5,29771
Boyhood,"Nov 24, 2023 - Dec 22, 2023",COUPANG TV,"8.5 (scored by 5,971 users)","Tubi, Viki",2023,2023,"8.5 (scored by 5,971 users)",8.5,5971
Good Partner,"Jul 12, 2024 - Sep 20, 2024",SBS,"8.5 (scored by 5,513 users)","Apple TV, Wavve, Viki, VIU Indonesia",2024,2024,"8.5 (scored by 5,513 users)",8.5,5513
Doctor John,"Jul 19, 2019 - Sep 7, 2019",SBS,"8.5 (scored by 22,988 users)","Apple TV, Netflix, Viki, SBS World, Kocowa",2019,2019,"8.5 (scored by 22,988 users)",8.5,22988
Fight for My Way,"May 22, 2017 - Jul 11, 2017",KBS2,"8.5 (scored by 84,041 users)","Apple TV, Netflix, WeTV, Viki, iflix, VIU Indonesia, Kocowa",2017,2017,"8.5 (scored by 84,041 users)",8.5,84041
Save Me,"Aug 5, 2017 - Sep 24, 2017",OCN,"8.5 (scored by 31,300 users)","Apple TV, iQIYI, Prime Video, Tubi, Roku",2017,2017,"8.5 (scored by 31,300 users)",8.5,31300
365: Repeat the Year,"Mar 23, 2020 - Apr 28, 2020",MBC,"8.5 (scored by 11,304 users)","Viki, Kocowa",2020,2020,"8.5 (scored by 11,304 users)",8.5,11304
Nobody Knows,"Mar 2, 2020 - Apr 21, 2020",SBS,"8.5 (scored by 5,612 users)","SBS World, Viki, Kocowa",2020,2020,"8.5 (scored by 5,612 users)",8.5,5612
Chief Detective 1958,"Apr 19, 2024 - May 18, 2024",MBC,"8.5 (scored by 6,236 users)","Disney+, Wavve, Hulu",2024,2024,"8.5 (scored by 6,236 users)",8.5,6236
Way Back Love,"Apr 3, 2025 - Apr 17, 2025",TVING,"8.5 (scored by 5,262 users)","TVING, Viki",2025,2025,"8.5 (scored by 5,262 users)",8.5,5262
Undercover High School,"Feb 21, 2025 - Mar 29, 2025",MBC,"8.5 (scored by 23,780 users)","Wavve, Viki, TVING, Kocowa",2025,2025,"8.5 (scored by 23,780 users)",8.5,23780
Voice Season 2,"Aug 11, 2018 - Sep 16, 2018",OCN,"8.5 (scored by 9,177 users)","Apple TV, Netflix, Prime Video, Tubi, Roku",2018,2018,"8.5 (scored by 9,177 users)",8.5,9177
I Hear Your Voice,"Jun 5, 2013 - Aug 1, 2013",SBS,"8.4 (scored by 49,516 users)","Apple TV, Netflix, WeTV, Viki, SBS World, Kocowa",2013,2013,"8.4 (scored by 49,516 users)",8.4,49516
Partners for Justice,"May 14, 2018 - Jul 17, 2018",MBC,"8.5 (scored by 10,080 users)","Apple TV, Netflix, Viki, Kocowa",2018,2018,"8.5 (scored by 10,080 users)",8.5,10080
Kairos,"Oct 26, 2020 - Dec 22, 2020",MBC,"8.4 (scored by 7,244 users)","Apple TV, Viki, Kocowa",2020,2020,"8.4 (scored by 7,244 users)",8.4,7244
Doom at Your Service,"May 10, 2021 - Jun 29, 2021",tvN,"8.4 (scored by 72,111 users)","Apple TV, Viki, Prime Video, TVING, VIU Indonesia, Netflix",2021,2021,"8.4 (scored by 72,111 users)",8.4,72111
Little Women,"Sep 3, 2022 - Oct 9, 2022",tvN,"8.4 (scored by 35,709 users)",Netflix,2022,2022,"8.4 (scored by 35,709 users)",8.4,35709
Love to Hate You,"Feb 10, 2023",Netflix,"8.4 (scored by 43,509 users)",Netflix,2023,2023,"8.4 (scored by 43,509 users)",8.4,43509
Pachinko Season 2,"Aug 23, 2024 - Oct 11, 2024",,"8.4 (scored by 2,321 users)",Apple TV,2024,2024,"8.4 (scored by 2,321 users)",8.4,2321
Recipe for Farewell,"Dec 1, 2022 - Jan 5, 2023",Watcha,"8.4 (scored by 1,045 users)","Viki, Prime Video, Kocowa",2023,2023,"8.4 (scored by 1,045 users)",8.4,1045
Connection,"May 24, 2024 - Jul 6, 2024",SBS,"8.4 (scored by 6,828 users)","Apple TV, Viki, Lemino, Netflix, Kocowa",2024,2024,"8.4 (scored by 6,828 users)",8.4,6828
Two Weeks,"Aug 7, 2013 - Sep 26, 2013",MBC,"8.4 (scored by 10,452 users)",Viki,2013,2013,"8.4 (scored by 10,452 users)",8.4,10452
Reply 1997,"Jul 24, 2012 - Sep 18, 2012",tvN,"8.4 (scored by 40,717 users)","Apple TV, Viki, iQIYI, VIU Indonesia, K-DRAMA, Prime Video, Tubi",2012,2012,"8.4 (scored by 40,717 users)",8.4,40717
Thirty but Seventeen,"Jul 23, 2018 - Sep 18, 2018",SBS,"8.4 (scored by 43,195 users)","Apple TV, Netflix, WeTV, Viki, VIU Indonesia, SBS World, Tubi, Kocowa",2018,2018,"8.4 (scored by 43,195 users)",8.4,43195
Mad for Each Other,"May 24, 2021 - Jun 21, 2021",Daum Kakao TV,"8.4 (scored by 24,932 users)","Netflix, Kakao TV",2021,2021,"8.4 (scored by 24,932 users)",8.4,24932
Squid Game,"Sep 17, 2021",Netflix,"8.4 (scored by 139,050 users)",Netflix,2021,2021,"8.4 (scored by 139,050 users)",8.4,139050
Itaewon Class,"Jan 31, 2020 - Mar 21, 2020",jTBC,"8.4 (scored by 91,725 users)",Netflix,2020,2020,"8.4 (scored by 91,725 users)",8.4,91725
The Princess's Man,"Jul 20, 2011 - Oct 6, 2011",KBS2,"8.4 (scored by 9,168 users)","Viki, Kocowa",2011,2011,"8.4 (scored by 9,168 users)",8.4,9168
Love in the Big City,"Oct 21, 2024",TVING,"8.4 (scored by 15,106 users)","Viki, TVING, Wavve, Netflix",2024,2024,"8.4 (scored by 15,106 users)",8.4,15106
Gyeongseong Creature,"Dec 22, 2023 - Jan 5, 2024",Netflix,"8.4 (scored by 25,509 users)",Netflix,2024,2024,"8.4 (scored by 25,509 users)",8.4,25509
One Ordinary Day,"Nov 27, 2021 - Dec 19, 2021",COUPANG TV,"8.4 (scored by 11,137 users)",VIU Indonesia,2021,2021,"8.4 (scored by 11,137 users)",8.4,11137
Moon Embracing the Sun,"Jan 4, 2012 - Mar 15, 2012",MBC,"8.4 (scored by 29,858 users)","Apple TV, Netflix, WeTV, Viki, iflix, Kocowa",2012,2012,"8.4 (scored by 29,858 users)",8.4,29858
Tell Me That You Love Me,"Nov 27, 2023 - Jan 16, 2024","ENA, Genie TV","8.4 (scored by 6,260 users)","Disney+ Hotstar, Disney+, Hulu",2024,2024,"8.4 (scored by 6,260 users)",8.4,6260
Because This Is My First Life,"Oct 9, 2017 - Nov 28, 2017",tvN,"8.4 (scored by 76,387 users)","Apple TV, Disney+ Hotstar, Netflix, WeTV, Viki, iQIYI, VIU Indonesia, K-DRAMA, Tubi",2017,2017,"8.4 (scored by 76,387 users)",8.4,76387
Pachinko,"Mar 25, 2022 - Apr 29, 2022",,"8.4 (scored by 8,479 users)",Apple TV,2022,2022,"8.4 (scored by 8,479 users)",8.4,8479
"It's Okay, That's Friendship","Mar 5, 2021",,8.4 (scored by 956 users),,2021,2021,8.4 (scored by 956 users),8.4,956
If You Wish Upon Me,"Aug 10, 2022 - Sep 29, 2022",KBS2,"8.4 (scored by 12,344 users)","Viki, Wavve, VIU Indonesia, Hulu",2022,2022,"8.4 (scored by 12,344 users)",8.4,12344
Angel's Last Mission: Love,"May 22, 2019 - Jul 11, 2019",KBS2,"8.4 (scored by 49,060 users)","Apple TV, Netflix, Viki, iQIYI, Prime Video, KBS World, Kocowa",2019,2019,"8.4 (scored by 49,060 users)",8.4,49060
Love All Play,"Apr 20, 2022 - Jun 9, 2022",KBS2,"8.4 (scored by 18,325 users)","Apple TV, Disney+, Disney+ Hotstar",2022,2022,"8.4 (scored by 18,325 users)",8.4,18325
Love for Love's Sake,"Jan 24, 2024 - Feb 1, 2024",,"8.4 (scored by 22,291 users)","iQIYI, Wavve, TVING, Netflix",2024,2024,"8.4 (scored by 22,291 users)",8.4,22291
Castaway Diva,"Oct 28, 2023 - Dec 3, 2023",tvN,"8.4 (scored by 29,440 users)","Netflix, TVING",2023,2023,"8.4 (scored by 29,440 users)",8.4,29440
Knight Flower,"Jan 12, 2024 - Feb 17, 2024",MBC,"8.4 (scored by 7,213 users)","Apple TV, Viki, Prime Video, Netflix, Kocowa",2024,2024,"8.4 (scored by 7,213 users)",8.4,7213
Tale of the Nine-Tailed,"Oct 7, 2020 - Dec 3, 2020",tvN,"8.4 (scored by 63,064 users)","Netflix, WeTV, Viki, iQIYI, Prime Video, VIU Indonesia, Tubi",2020,2020,"8.4 (scored by 63,064 users)",8.4,63064
Dali and the Cocky Prince,"Sep 22, 2021 - Nov 11, 2021",KBS2,"8.4 (scored by 28,749 users)","Netflix, Viki, Prime Video, VIU Indonesia, Kocowa",2021,2021,"8.4 (scored by 28,749 users)",8.4,28749
Seasons of Blossom,"Sep 21, 2022 - Nov 2, 2022",Wavve,"8.4 (scored by 6,213 users)",Viki,2022,2022,"8.4 (scored by 6,213 users)",8.4,6213
Circle,"May 22, 2017 - Jun 27, 2017",tvN,"8.4 (scored by 10,535 users)","Apple TV, Tubi",2017,2017,"8.4 (scored by 10,535 users)",8.4,10535
Duel,"Jun 3, 2017 - Jul 23, 2017",OCN,"8.4 (scored by 5,520 users)","Apple TV, Tubi, Prime Video, Roku",2017,2017,"8.4 (scored by 5,520 users)",8.4,5520
The Atypical Family,"May 4, 2024 - Jun 9, 2024",jTBC,"8.4 (scored by 33,407 users)","Netflix, TVING",2024,2024,"8.4 (scored by 33,407 users)",8.4,33407
Lost,"Sep 4, 2021 - Oct 24, 2021",jTBC,"8.4 (scored by 3,896 users)","iQIYI, Prime Video, TVING",2021,2021,"8.4 (scored by 3,896 users)",8.4,3896
Summer Strike,"Nov 21, 2022 - Dec 26, 2022","ENA, Genie TV","8.4 (scored by 25,222 users)","Apple TV, Viki, Netflix",2022,2022,"8.4 (scored by 25,222 users)",8.4,25222
Snowdrop,"Dec 18, 2021 - Jan 30, 2022",jTBC,"8.4 (scored by 33,815 users)","Apple TV, Disney+, Disney+ Hotstar",2022,2022,"8.4 (scored by 33,815 users)",8.4,33815
Hello Monster,"Jun 22, 2015 - Aug 11, 2015",KBS2,"8.4 (scored by 27,966 users)","Apple TV, Viki, iQIYI, VIU Indonesia",2015,2015,"8.4 (scored by 27,966 users)",8.4,27966
Queen In Hyun's Man,"Apr 18, 2012 - Jun 7, 2012",tvN,"8.4 (scored by 23,649 users)","Apple TV, Prime Video, AsianCrush, Tubi",2012,2012,"8.4 (scored by 23,649 users)",8.4,23649
Good Boy,"May 31, 2025 - Jul 20, 2025",jTBC,"8.4 (scored by 11,506 users)","TVING, Netflix, Prime Video, Wavve",2025,2025,"8.4 (scored by 11,506 users)",8.4,11506
The Crowned Clown,"Jan 7, 2019 - Mar 4, 2019",tvN,"8.4 (scored by 12,551 users)","Netflix, WeTV, iQIYI, Prime Video, Viki, Tubi, Roku",2019,2019,"8.4 (scored by 12,551 users)",8.4,12551
Memorist,"Mar 11, 2020 - Apr 30, 2020",tvN,"8.3 (scored by 17,641 users)","WeTV, Viki, iQIYI, VIU Indonesia, Tubi, Roku",2020,2020,"8.3 (scored by 17,641 users)",8.3,17641
Player,"Sep 29, 2018 - Nov 11, 2018",OCN,"8.4 (scored by 9,496 users)","Apple TV, WeTV, Viki, iQIYI, TVING",2018,2018,"8.4 (scored by 9,496 users)",8.4,9496
When the Camellia Blooms,"Sep 18, 2019 - Nov 21, 2019",KBS2,"8.4 (scored by 29,902 users)",Netflix,2019,2019,"8.4 (scored by 29,902 users)",8.4,29902
Military Prosecutor Doberman,"Feb 28, 2022 - Apr 26, 2022",tvN,"8.3 (scored by 13,868 users)","Viki, iQIYI, Netflix",2022,2022,"8.3 (scored by 13,868 users)",8.3,13868
See You in My 19th Life,"Jun 17, 2023 - Jul 23, 2023",tvN,"8.4 (scored by 46,477 users)","Netflix, TVING",2023,2023,"8.4 (scored by 46,477 users)",8.4,46477
A Time Called You,"Sep 8, 2023",Netflix,"8.4 (scored by 30,317 users)",Netflix,2023,2023,"8.4 (scored by 30,317 users)",8.4,30317
Secret,"Sep 25, 2013 - Nov 14, 2013",KBS2,"8.3 (scored by 19,500 users)","Apple TV, Viki, Kocowa",2013,2013,"8.3 (scored by 19,500 users)",8.3,19500
My Country: The New Age,"Oct 4, 2019 - Nov 23, 2019",jTBC,"8.4 (scored by 10,317 users)",Netflix,2019,2019,"8.4 (scored by 10,317 users)",8.4,10317
"Work Later, Drink Now","Oct 22, 2021 - Nov 26, 2021",TVING,"8.4 (scored by 7,356 users)","Apple TV, Prime Video, TVING",2021,2021,"8.4 (scored by 7,356 users)",8.4,7356
Parasyte: The Grey,"Apr 5, 2024",Netflix,"8.4 (scored by 16,445 users)",Netflix,2024,2024,"8.4 (scored by 16,445 users)",8.4,16445
Yumi's Cells,"Sep 17, 2021 - Oct 30, 2021","TVING, tvN","8.4 (scored by 23,722 users)","Viki, iQIYI, TVING, Prime Video",2021,2021,"8.4 (scored by 23,722 users)",8.4,23722
Train,"Jul 11, 2020 - Aug 16, 2020",OCN,"8.3 (scored by 9,269 users)","Viki, iQIYI, VIU Indonesia, Tubi, Roku",2020,2020,"8.3 (scored by 9,269 users)",8.3,9269
The Legend of the Blue Sea,"Nov 16, 2016 - Jan 25, 2017",SBS,"8.3 (scored by 79,667 users)","Apple TV, Netflix, WeTV, Viki, iQIYI, Hulu, VIU Indonesia, SBS VOD",2017,2017,"8.3 (scored by 79,667 users)",8.3,79667
Extraordinary You,"Oct 2, 2019 - Nov 21, 2019",MBC,"8.3 (scored by 77,998 users)","WeTV, Viki, iQIYI, Kocowa",2019,2019,"8.3 (scored by 77,998 users)",8.3,77998
My Sweet Mobster,"Jun 12, 2024 - Aug 1, 2024",jTBC,"8.3 (scored by 20,310 users)","TVING, Viki, VIU Indonesia",2024,2024,"8.3 (scored by 20,310 users)",8.3,20310
The Veil,"Sep 17, 2021 - Oct 23, 2021","MBC, Wavve","8.4 (scored by 8,879 users)","Viki, Prime Video, Kocowa",2021,2021,"8.4 (scored by 8,879 users)",8.4,8879
Voice Season 3: City of Accomplices,"May 11, 2019 - Jun 30, 2019",OCN,"8.4 (scored by 5,944 users)","Apple TV, Roku, Tubi",2019,2019,"8.4 (scored by 5,944 users)",8.4,5944
My Unfamiliar Family,"Jun 1, 2020 - Jul 21, 2020",tvN,"8.3 (scored by 4,060 users)","Apple TV, Netflix, Viki, iQIYI, Tubi, Roku",2020,2020,"8.3 (scored by 4,060 users)",8.3,4060
Mad Dog,"Oct 11, 2017 - Nov 30, 2017",KBS2,"8.3 (scored by 15,419 users)","Apple TV, Netflix, Viki, Kocowa",2017,2017,"8.3 (scored by 15,419 users)",8.3,15419
"From Now On, Showtime!","Apr 23, 2022 - Jun 12, 2022",MBC,"8.3 (scored by 12,233 users)","Viki, VIU Indonesia",2022,2022,"8.3 (scored by 12,233 users)",8.3,12233
Good Doctor,"Aug 5, 2013 - Oct 8, 2013",KBS2,"8.3 (scored by 22,018 users)","Netflix, Viki, KBS Drama Classic, KBS World, Kocowa",2013,2013,"8.3 (scored by 22,018 users)",8.3,22018
Crash Course in Romance,"Jan 14, 2023 - Mar 5, 2023",tvN,"8.3 (scored by 40,406 users)",Netflix,2023,2023,"8.3 (scored by 40,406 users)",8.3,40406
The Good Detective,"Jul 6, 2020 - Aug 25, 2020",jTBC,"8.3 (scored by 8,993 users)","Netflix, VIU Indonesia, Viki, Tubi",2020,2020,"8.3 (scored by 8,993 users)",8.3,8993
The Haunted Palace,"Apr 18, 2025 - Jun 7, 2025",SBS,"8.3 (scored by 7,773 users)","Viki, Netflix, Wavve",2025,2025,"8.3 (scored by 7,773 users)",8.3,7773
The Uncanny Counter Season 2: Counter Punch,"Jul 29, 2023 - Sep 3, 2023",tvN,"8.4 (scored by 24,747 users)","TVING, Netflix",2023,2023,"8.4 (scored by 24,747 users)",8.4,24747
Amanza,"Sep 1, 2020 - Nov 3, 2020",Daum Kakao TV,"8.3 (scored by 1,274 users)","Kakao TV, Viki, Kocowa",2020,2020,"8.3 (scored by 1,274 users)",8.3,1274
Pinocchio,"Nov 12, 2014 - Jan 15, 2015",SBS,"8.3 (scored by 78,361 users)","Apple TV, Netflix, WeTV, Viki, iQIYI, VIU Indonesia, SBS World, Tubi, Kocowa",2015,2015,"8.3 (scored by 78,361 users)",8.3,78361
The World of the Married,"Mar 27, 2020 - May 16, 2020",jTBC,"8.3 (scored by 21,517 users)","Disney+ Hotstar, Netflix, WeTV, iQIYI, iflix, VIU Indonesia, Prime Video",2020,2020,"8.3 (scored by 21,517 users)",8.3,21517
I'm Not a Robot,"Dec 6, 2017 - Jan 25, 2018",MBC,"8.3 (scored by 81,776 users)","Apple TV, Netflix, WeTV, Viki, HBO Max, Kocowa",2018,2018,"8.3 (scored by 81,776 users)",8.3,81776
Nine: Nine Times Time Travel,"Mar 11, 2013 - May 14, 2013",tvN,"8.3 (scored by 5,977 users)","Apple TV, Disney+ Hotstar, Tubi",2013,2013,"8.3 (scored by 5,977 users)",8.3,5977
Sell Your Haunted House,"Apr 14, 2021 - Jun 9, 2021",KBS2,"8.3 (scored by 15,014 users)","Netflix, Viki, Prime Video, VIU Indonesia, Kocowa",2021,2021,"8.3 (scored by 15,014 users)",8.3,15014
Lie After Lie,"Sep 4, 2020 - Oct 24, 2020","Channel A, Wavve","8.3 (scored by 4,729 users)","Apple TV, Viki, VIU Indonesia",2020,2020,"8.3 (scored by 4,729 users)",8.3,4729
Doctor Prisoner,"Mar 20, 2019 - May 15, 2019",KBS2,"8.3 (scored by 10,525 users)","Apple TV, Netflix, Viki, Kocowa",2019,2019,"8.3 (scored by 10,525 users)",8.3,10525
Come and Hug Me,"May 16, 2018 - Jul 19, 2018",MBC,"8.3 (scored by 22,954 users)","Netflix, Viki, Prime Video, Kocowa",2018,2018,"8.3 (scored by 22,954 users)",8.3,22954
Be Melodramatic,"Aug 9, 2019 - Sep 28, 2019",jTBC,"8.3 (scored by 14,553 users)","Apple TV, Disney+ Hotstar, Netflix, WeTV, Viki, Kocowa",2019,2019,"8.3 (scored by 14,553 users)",8.3,14553
Soundtrack #1,"Mar 23, 2022 - Apr 13, 2022",Disney+,"8.3 (scored by 30,523 users)","Apple TV, Disney+, Disney+ Hotstar",2022,2022,"8.3 (scored by 30,523 users)",8.3,30523
Age of Youth Season 2,"Aug 25, 2017 - Oct 7, 2017",jTBC,"8.3 (scored by 21,970 users)","Netflix, Viki",2017,2017,"8.3 (scored by 21,970 users)",8.3,21970
The Forbidden Marriage,"Dec 9, 2022 - Jan 21, 2023",MBC,"8.3 (scored by 12,891 users)","Apple TV, Viki, Prime Video, Kocowa",2023,2023,"8.3 (scored by 12,891 users)",8.3,12891
True Beauty,"Dec 9, 2020 - Feb 4, 2021",tvN,"8.3 (scored by 119,612 users)","Apple TV, Viki, Prime Video, VIU Indonesia, Netflix",2021,2021,"8.3 (scored by 119,612 users)",8.3,119612
Team Bulldog: Off-Duty Investigation,"May 23, 2020 - Jun 28, 2020",OCN,"8.3 (scored by 3,844 users)","Viki, iQIYI",2020,2020,"8.3 (scored by 3,844 users)",8.3,3844
Extracurricular,"Apr 29, 2020",Netflix,"8.3 (scored by 48,694 users)",Netflix,2020,2020,"8.3 (scored by 48,694 users)",8.3,48694
My Roommate Is a Gumiho,"May 26, 2021 - Jul 15, 2021",tvN,"8.3 (scored by 54,310 users)","Apple TV, Netflix, Viki, iQIYI, TVING, Prime Video",2021,2021,"8.3 (scored by 54,310 users)",8.3,54310
The Time of Fever,"Sep 12, 2024",,"8.3 (scored by 5,346 users)","iQIYI, Wavve, TVING",2024,2024,"8.3 (scored by 5,346 users)",8.3,5346
Ugly Alert,"May 20, 2013 - Nov 29, 2013",SBS,"8.3 (scored by 2,442 users)","Apple TV, SBS VOD, Wavve, SBS World",2013,2013,"8.3 (scored by 2,442 users)",8.3,2442
Voice Season 4: Judgment Hour,"Jun 18, 2021 - Jul 31, 2021",tvN,"8.3 (scored by 4,508 users)","Apple TV, WeTV, Viki, iQIYI, Prime Video, VIU Indonesia",2021,2021,"8.3 (scored by 4,508 users)",8.3,4508
God's Gift: 14 Days,"Mar 3, 2014 - Apr 22, 2014",SBS,"8.3 (scored by 6,850 users)","SBS World, Kocowa",2014,2014,"8.3 (scored by 6,850 users)",8.3,6850
Birthcare Center,"Nov 2, 2020 - Nov 24, 2020",tvN,"8.3 (scored by 5,095 users)","WeTV, Viki, iQIYI, Netflix, Tubi",2020,2020,"8.3 (scored by 5,095 users)",8.3,5095
Our Movie (2025),"Jun 13, 2025 - Jul 19, 2025",SBS,"8.4 (scored by 3,281 users)","Disney+, Wavve, Hulu",2025,2025,"8.4 (scored by 3,281 users)",8.4,3281
One Spring Night,"May 22, 2019 - Jul 11, 2019",MBC,"8.3 (scored by 29,558 users)",Netflix,2019,2019,"8.3 (scored by 29,558 users)",8.3,29558
Sh**ting Stars,"Apr 22, 2022 - Jun 11, 2022",tvN,"8.3 (scored by 49,756 users)","Apple TV, WeTV, Viki, iQIYI, TVING, VIU Indonesia, Netflix",2022,2022,"8.3 (scored by 49,756 users)",8.3,49756
Her Private Life,"Apr 10, 2019 - May 30, 2019",tvN,"8.3 (scored by 79,262 users)","Apple TV, Netflix, WeTV, Viki, iQIYI, Prime Video, VIU Indonesia, Tubi",2019,2019,"8.3 (scored by 79,262 users)",8.3,79262
